,형태소,품사,등장횟수,동일형태소
11091,자라고,Verb,1,0
11092,나왜,Noun,1,0
11093,눈물나냐,Verb,1,0
11094,어울리,Verb,1,0
11095,짱이얌,Noun,3,0
11096,방이,Noun,1,0
11097,살아났어요,Verb,1,0
11098,울려퍼지는,Verb,2,0
11099,기대하며,Adjective,4,0
11100,후루룩,Noun,2,0
11101,좋겠슴,Noun,1,0
11102,디지니에,Verb,1,0
11103,이런데,Adjective,2,0
11104,가졌는데,Verb,2,0
11105,디지니에서,Verb,2,0
11106,내주다니,Verb,2,0
11107,살아있었음,Verb,1,0
11108,되돌아갔으면서도,Verb,1,0
11109,부르셨고,Verb,1,0
11110,만들엇네,Noun,1,0
11111,되찾아,Verb,1,0
11112,옮겼네,Verb,1,0
11113,말투,Noun,1,0
11114,들리지,Verb,2,0
11115,행복합니당,Adjective,1,0
11116,˘,Foreign,1,0
11117,³˘,Foreign,1,0
11118,가능한듯,Adjective,1,0
11119,자름,Verb,2,0
11120,따라잡는건,Verb,1,0
11121,충분합니다,Adjective,1,0
11122,증말재밋다,Noun,1,0
11123,무용,Noun,1,0
11124,굿잡,Noun,8,0
11125,신밧드,Noun,6,0
11126,장엄하고,Adjective,1,0
11127,씬때메,Noun,1,0
11128,아니구,Adjective,1,0
11129,선율,Noun,1,0
11130,밀려왔다,Verb,1,0
11131,얹혀가는,Verb,1,0
11132,생각납니다,Verb,4,0
11133,전해지고,Verb,1,0
11134,가능하지만,Adjective,1,0
11135,꺄울,Noun,1,0
11136,살찜,Adjective,1,0
11137,부드럽게,Adjective,1,0
11138,흘러가고,Verb,2,0
11139,사랑스러워,Adjective,3,0
11140,아껴,Verb,3,0
11141,앉아있었네요,Verb,1,0
11142,돋았는데,Verb,3,0
11143,뛰어났어요,Adjective,1,0
11144,이루,Noun,2,0
11145,말ㅤㅎㅑㄴ,Noun,1,0
11146,자랐던,Verb,1,0
11147,쳐다보면,Verb,1,0
11148,기대했던거보다,Adjective,2,0
11149,보듯이,Verb,2,0
11150,이어지는데,Verb,1,0
11151,빠질것,Verb,2,0
11152,맞아서,Verb,5,0
11153,웃었던,Verb,2,0
11154,만든게,Verb,4,0
11155,느껴지고,Verb,5,0
11156,만나요,Verb,2,0
11157,아ㅤㄹㅙㅤ비란,Noun,1,0
11158,돋보였다,Verb,3,0
11159,황홀했던,Adjective,5,0
11160,온거,Verb,4,0
11161,상속,Noun,5,0
11162,빠져나오지,Verb,1,0
11163,뛰어나요,Adjective,2,0
11164,어떨지,Adjective,1,0
11165,젖었고,Verb,1,0
11166,감사합니당,Verb,1,0
11167,찾아듣고있어요,Verb,2,0
11168,자파르,Noun,1,0
11169,울었는데,Verb,4,0
11170,우는,Verb,4,0
11171,론,Noun,5,0
11172,100만원,Number,11,0
11173,이상의,Foreign,1,0
11174,퀄리티임,Noun,1,0
11175,협동,Noun,1,0
11176,강하긴,Adjective,1,0
11177,하겠다며,Verb,1,0
11178,돋았습니다,Verb,13,0
11179,명확해서,Adjective,1,0
11180,찬란한,Adjective,2,0
11181,화려합니다,Adjective,1,0
11182,중국,Noun,1,0
11183,올림픽,Noun,1,0
11184,개막식,Noun,1,0
11185,확실하진,Adjective,1,0
11186,같구요,Adjective,3,0
11187,변한만큼,Adjective,1,0
11188,쩍,Noun,3,0
11189,가고싶다고,Verb,1,0
11190,대학시절,Noun,1,0
11191,흘린,Verb,3,0
11192,더구나,Noun,1,0
11193,때워야겠고,Verb,1,0
11194,OMG,Alpha,2,0
11195,쫘악,Noun,4,0
11196,대단해요,Adjective,3,0
11197,맞는데,Verb,4,0
11198,움직이는,Verb,2,0
11199,착각,Noun,8,0
11200,이전,Noun,13,0
11201,어벤져,Noun,1,0
11202,격렬하게,Adjective,1,0
11203,분노하면서,Adjective,1,0
11204,돋았죠,Verb,1,0
11205,뚫고,Verb,4,0
11206,넣은것도,Verb,1,0
11207,아니란,Adjective,2,0
11208,눈물나도록,Verb,1,0
11209,미제,Noun,3,0
11210,담겨져서,Verb,1,0
11211,가미,Noun,9,0
11212,되어있어서,Verb,2,0
11213,살아이와,Verb,5,0
11214,궁금해서,Adjective,4,0
11215,보여주려,Verb,2,0
11216,이뿌고,Adjective,14,0
11217,OOO,Alpha,3,0
11218,들듯이,Verb,1,0
11219,날고있는,Verb,1,0
11220,므,Noun,3,0
11221,참았는데,Verb,1,0
11222,부끄럽지,Adjective,1,0
11223,심플,Noun,2,0
11224,슬프지도,Adjective,2,0
11225,비견,Noun,1,0
11226,zayn,Alpha,2,0
11227,해주세여,Verb,1,0
11228,되어있으니,Verb,1,0
11229,고이,Noun,2,0
11230,좋은덴,Noun,1,0
11231,놀랐어요,Verb,9,0
11232,할말은,Verb,2,0
11233,재밌는데여,Adjective,1,0
11234,비슷하거나,Adjective,1,0
11235,고마,Noun,1,0
11236,지려요,Verb,2,0
11237,츄,Noun,1,0
11238,천함당,Adjective,1,0
11239,같지만,Adjective,11,0
11240,재밋엇어용,Noun,3,0
11241,좋았오용,Adjective,1,0
11242,빠져든,Verb,5,0
11243,어울릴,Verb,5,0
11244,끊은,Verb,1,0
11245,어떤것,Adjective,1,0
11246,절,Noun,4,0
11247,놀랐습니다,Verb,3,0
11248,빠지는것이,Verb,1,0
11249,꿀ㅤㅈㅙㅁ꿀ㅤㅈㅙㅁ,Noun,1,0
11250,뭉클햇음,Noun,1,0
11251,듣고싶다,Verb,2,0
11252,27,Number,216,0
11253,부르니까,Verb,2,0
11254,즐거우,Adjective,1,0
11255,이글,Noun,1,0
11256,싫어합니다만,Adjective,1,0
11257,쿵쾅,Noun,8,0
11258,긴장,Noun,4,0
11259,대형,Noun,4,0
11260,황홀감,Noun,2,0
11261,잃은,Verb,2,0
11262,우유부단하고,Adjective,1,0
11263,날다람쥐,Noun,1,0
11264,반나체,Noun,1,0
11265,주렁주렁,Noun,1,0
11266,다리,Noun,2,0
11267,ㅤㄷㅗㅋ,Noun,1,0
11268,몸매,Noun,4,0
11269,사운드트랙,Noun,5,0
11270,취한,Noun,3,0
11271,잔데말야,Verb,1,0
11272,9.2,Number,1,0
11273,개힙,Noun,1,0
11274,빠졌던,Verb,4,0
11275,돌아갔었네요,Verb,1,0
11276,볼줄이야,Verb,2,0
11277,콘서트,Noun,3,0
11278,열어줘요,Verb,1,0
11279,준것은,Verb,1,0
11280,자파땜시,Noun,1,0
11281,음악씬,Noun,1,0
11282,유치한데,Adjective,4,0
11283,느껴지더라고요,Verb,1,0
11284,잼있어오,Verb,1,0
11285,웃겻어,Noun,1,0
11286,냈네요,Verb,3,0
11287,핫도그,Noun,1,0
11288,훌륭배경,Noun,1,0
11289,여행가,Noun,3,0
11290,없으니,Adjective,5,0
11291,대리,Noun,3,0
11292,드림,Noun,3,0
11293,가운데,Noun,2,0
11294,쿠,Noun,1,0
11295,덤보,Noun,3,0
11296,재주,Noun,5,0
11297,몰랐습니다,Verb,5,0
11298,들어가,Verb,5,0
11299,띠프일때,Noun,1,0
11300,놀이,Suffix,1,1
11301,이끌었던,Verb,1,0
11302,새로웠어요,Adjective,4,0
11303,없구나,Adjective,1,0
11304,박수치,Verb,1,0
11305,굴속,Noun,1,0
11306,날다,Verb,1,0
11307,설렐,Adjective,1,0
11308,왜캐,Noun,2,0
11309,좋ㅤㄴㅑㅋ,Noun,1,0
11310,퇴사,Noun,1,0
11311,아릅답,Noun,1,0
11312,드러난,Verb,3,0
11313,텀블러,Noun,2,0
11314,만족스러웠던,Adjective,2,0
11315,잘생기,Adjective,1,0
11316,ㅜㅜㅠㅜ,KoreanParticle,1,0
11317,들어가있었다,Verb,1,0
11318,돋았어,Verb,3,0
11319,세련,Noun,1,0
11320,한다길래,Verb,1,0
11321,그렇다라고,Adjective,1,0
11322,지겨운,Adjective,2,0
11323,뭉클했음,Adjective,1,0
11324,볼까봐,Verb,1,0
11325,느낄수있었던,Verb,1,0
11326,잊고있었던,Verb,3,0
11327,나는게,Verb,2,0
11328,신기,Noun,3,0
11329,살렸네요,Verb,7,0
11330,묻혀서,Verb,3,0
11331,뭐랄까,Verb,5,0
11332,않을거,Verb,3,0
11333,특별,Noun,1,0
11334,우울한,Adjective,4,0
11335,쿵떡쿵떡,Noun,1,0
11336,반짝반짝,Adverb,2,0
11337,기억날,Verb,1,0
11338,한수였,Verb,1,0
11339,앗어요,Verb,1,0
11340,않다는,Verb,1,0
11341,박정현,Noun,1,0
11342,존박,Noun,1,0
11343,조정,Noun,2,0
11344,같던,Adjective,1,0
11345,가버렸어요,Verb,1,0
11346,잊히지,Verb,2,0
11347,만들어진거라면,Verb,1,0
11348,자랐는데,Verb,1,0
11349,가상,Noun,2,0
11350,하던게,Verb,1,0
11351,펼쳐져서,Verb,1,0
11352,잊고있던,Verb,1,0
11353,찾았어,Verb,1,0
11354,달려갔다,Verb,1,0
11355,발목,Noun,1,0
11356,그런것이었다,Adjective,1,0
11357,내렸으면,Verb,1,0
11358,판박이,Noun,3,0
11359,만들거,Verb,1,0
11360,튀어나온것,Verb,1,0
11361,대면,Noun,1,0
11362,ㅋㅌㅋ,KoreanParticle,1,0
11363,들긴,Verb,1,0
11364,모르던,Verb,2,0
11365,사건,Noun,4,0
11366,남음,Verb,12,1
11367,번돈,Noun,1,0
11368,이만,Adverb,1,1
11369,가야겠네요,Verb,1,0
11370,흐믓,Noun,2,0
11371,느낌나구요,Verb,1,0
11372,출중하네요,Adjective,1,0
11373,그립지,Verb,1,0
11374,잡은거,Verb,1,0
11375,안되,Adjective,1,0
11376,월요일,Noun,2,0
11377,사기였어요,Verb,1,0
11378,되더라구요,Verb,3,0
11379,만드는거,Verb,1,0
11380,흥겨웠다,Adjective,3,0
11381,오호,Exclamation,1,0
11382,대성공,Noun,4,0
11383,셀렌,Noun,1,0
11384,죽네,Verb,1,0
11385,통한,Noun,2,0
11386,박았었는데,Verb,1,0
11387,헛웃음,Noun,4,0
11388,나오ㅤㄴㅔㅋ,Noun,1,0
11389,성공한,Adjective,5,0
11390,도라이다,Verb,1,0
11391,는에,Verb,1,0
11392,리가,Noun,6,0
11393,돌아요,Verb,2,0
11394,뭉클했네요,Adjective,1,0
11395,휘향,Noun,1,0
11396,찬란,Noun,3,0
11397,할수있지만,Verb,1,0
11398,다라,Noun,1,0
11399,잡기,Noun,1,0
11400,까고,Verb,2,0
11401,깔게,Verb,1,0
11402,개지,Noun,1,0
11403,울트라,Noun,2,0
11404,적합,Noun,1,0
11405,배우구나,Verb,1,0
11406,예쁨에,Adjective,2,0
11407,부르더라구요,Verb,1,0
11408,하더니,Verb,3,0
11409,길어질수록,Verb,1,0
11410,힘들어,Adjective,1,0
11411,안되는지,Adjective,1,0
11412,스러웠으면,Adjective,1,0
11413,생기셨음,Verb,1,0
11414,악마,Noun,4,0
11415,안듬,Noun,2,0
11416,웃고있는,Verb,1,0
11417,쉼,Verb,1,0
11418,빠져들었는네요,Verb,1,0
11419,신중하게,Adjective,1,0
11420,숨어든,Verb,1,0
11421,가게,Noun,6,0
11422,만난다,Verb,1,0
11423,허나,Verb,2,0
11424,정체,Noun,2,0
11425,챈,Verb,1,0
11426,가로,Noun,2,0
11427,채고,Verb,3,0
11428,하려하자,Verb,1,0
11429,부추겨,Verb,1,0
11430,갇히게,Verb,1,0
11431,교수,Noun,1,0
11432,재밌었다하네요,Adjective,1,0
11433,이본,Noun,2,0
11434,녀석,Noun,6,0
11435,동그란,Adjective,1,0
11436,빼박,Noun,1,0
11437,들어가기전에,Verb,1,0
11438,보여주면,Verb,1,0
11439,쏙쏙,Noun,3,0
11440,들어오네요,Verb,2,0
11441,될즛,Noun,1,0
11442,생생하네요,Adjective,1,0
11443,훤씬,Noun,1,0
11444,뛰어나기에,Adjective,1,0
11445,소설,Noun,1,0
11446,예습,Noun,2,0
11447,겸,Noun,2,0
11448,근엄하게,Adjective,1,0
11449,바꾼듯,Verb,1,0
11450,왔을것,Verb,1,0
11451,타세요,Verb,2,0
11452,슝,Noun,2,0
11453,늙었다,Verb,1,0
11454,출루,Noun,1,0
11455,괜찮네요,Adjective,3,0
11456,바꿀지,Verb,1,0
11457,모르지만,Verb,7,0
11458,내부,Noun,2,0
11459,바꾸지,Verb,1,0
11460,였던듯,Verb,2,0
11461,900만,Number,10,0
11462,에서,Foreign,2,0
11463,끊어,Verb,1,0
11464,버리는,Verb,6,0
11465,찍어서,Verb,1,0
11466,역전,Noun,2,0
11467,어색한,Adjective,11,0
11468,그이,Noun,4,0
11469,흥이나구,Verb,1,0
11470,뽑앗다,Verb,1,0
11471,까지두,Verb,1,0
11472,편집,Noun,9,0
11473,중구,Noun,1,0
11474,난방,Noun,1,0
11475,컸어서,Verb,1,0
11476,기반,Noun,2,0
11477,부족하거나,Adjective,1,0
11478,많았음,Adjective,4,0
11479,분명하나,Adjective,1,0
11480,하다고,Verb,4,0
11481,이쁘다하길래,Adjective,3,0
11482,기대했는데,Adjective,27,0
11483,그나,Noun,3,0
11484,나오기전이랑,Verb,3,0
11485,지니노래,Verb,3,0
11486,흔들고있더라,Verb,3,0
11487,애매함,Adjective,3,0
11488,살렸다고,Verb,2,0
11489,좋다는,Adjective,3,0
11490,먹나,Verb,1,0
11491,재미있거,Adjective,1,0
11492,재미없다가,Adjective,1,0
11493,여섯,Determiner,2,1
11494,객꿀,Noun,1,0
11495,잼이였다,Verb,4,0
11496,ㄱㄷ,KoreanParticle,1,0
11497,찍고싶을,Verb,1,0
11498,재밌었지만,Adjective,7,0
11499,쌓이는,Verb,1,0
11500,일이,Modifier,2,1
11501,지어주는,Verb,1,0
11502,나재,Verb,2,0
11503,고,Adjective,2,1
11504,담주에,Verb,2,0
11505,본다길래,Verb,1,0
11506,while,Alpha,2,0
11507,망가질까봐,Verb,1,0
11508,망설이다,Verb,3,0
11509,국내외,Noun,1,0
11510,관상,Noun,1,0
11511,대군,Noun,1,0
11512,떠오름,Verb,3,0
11513,왕좌,Noun,2,0
11514,왓는데,Noun,4,0
11515,돋앗는지,Verb,1,0
11516,들어갔다는,Verb,1,0
11517,지다,Noun,4,0
11518,나올지는,Verb,2,0
11519,빌지를,Verb,1,0
11520,있었는데도,Adjective,2,0
11521,먹었네,Verb,1,0
11522,아니었나싶은,Adjective,1,0
11523,동갑,Noun,3,0
11524,있었어서,Adjective,2,0
11525,꼽힐,Verb,4,0
11526,훈훈하고,Adjective,3,0
11527,찝찝하,Adjective,1,0
11528,열정,Noun,5,0
11529,는줄,Verb,1,0
11530,멈,Noun,2,0
11531,미루다가,Verb,1,0
11532,미다,Adjective,1,0
11533,지니였음,Verb,4,0
11534,ㅏㅏ,KoreanParticle,5,0
11535,가시다가,Verb,1,0
11536,나오실,Verb,1,0
11537,이불,Noun,2,0
11538,해짐,Noun,1,0
11539,좋앗지만,Adjective,1,0
11540,이질,Noun,2,0
11541,굵고,Adjective,1,0
11542,요염,Noun,3,0
11543,아쉬웠다,Adjective,17,0
11544,사악해,Adjective,2,0
11545,넘어섰다고,Verb,1,0
11546,돌아가면서,Verb,1,0
11547,빙의,Noun,4,0
11548,팬되었숨돠,Noun,1,0
11549,볼빠,Noun,1,0
11550,좋아했습니다,Adjective,5,0
11551,돌아볼,Verb,1,0
11552,자유로워,Adjective,1,0
11553,질때,Noun,2,0
11554,때릴,Verb,2,0
11555,두근거리고,Adjective,3,0
11556,높이,Noun,3,0
11557,봤을ㅤㄸㅒㅤ,Noun,1,0
11558,후두,Noun,1,0
11559,려,Noun,7,0
11560,칩니다,Verb,1,0
11561,서요,Noun,3,0
11562,다울엇음,Noun,1,0
11563,나와요,Verb,3,0
11564,나았어요,Verb,1,0
11565,아쉽다고,Adjective,1,0
11566,서까지,Verb,1,0
11567,했었고,Verb,1,0
11568,끌려가서,Verb,2,0
11569,꼴깝스,Noun,1,0
11570,중상,Noun,1,0
11571,악플,Noun,1,0
11572,부정,Noun,2,0
11573,ㅤㅂㅘㅅ음,Noun,1,0
11574,취적,Noun,2,0
11575,질릴듯,Verb,1,0
11576,좋았는,Adjective,1,0
11577,깻네,Noun,1,0
11578,셍각해,Noun,1,0
11579,가관,Noun,2,0
11580,취미,Noun,1,0
11581,쓰는거,Verb,2,0
11582,화려하다,Adjective,4,0
11583,담,Noun,7,0
11584,바꾸자,Verb,4,0
11585,잡앗다,Verb,1,0
11586,안음,Verb,1,0
11587,일보,Noun,3,0
11588,다양성,Noun,2,0
11589,존중,Noun,2,0
11590,화났어요,Verb,1,0
11591,나가,Verb,4,0
11592,깨우쳐,Verb,1,0
11593,줬다면,Verb,1,0
11594,얻었을,Verb,2,0
11595,필요한,Adjective,4,0
11596,잘ㅤㅂㅘㅅ네,Noun,2,0
11597,해야되,Verb,2,0
11598,부린,Verb,1,0
11599,좋아할거라고,Adjective,1,0
11600,있으나,Adjective,4,0
11601,의치,Noun,1,0
11602,기다리세요,Verb,2,0
11603,버젼,Noun,14,0
11604,보러가려고요,Verb,2,0
11605,곤,Noun,4,0
11606,멋졌네요,Adjective,1,0
11607,반가웠고,Adjective,3,0
11608,잔망,Noun,6,0
11609,걸캅스,Noun,3,0
11610,거지같은,Adjective,1,0
11611,부여,Noun,4,0
11612,양성평등,Noun,2,0
11613,포부,Noun,3,0
11614,노선,Noun,1,0
11615,따라가려니,Verb,1,0
11616,삐걱,Noun,1,0
11617,대는,Verb,2,0
11618,띔,Verb,2,0
11619,하일,Noun,1,0
11620,라이트,Noun,1,0
11621,평이함,Adjective,1,0
11622,지니였으면,Verb,2,0
11623,사나이,Noun,2,0
11624,참고,Verb,1,1
11625,달려나가,Verb,1,0
11626,있기는,Adjective,1,0
11627,비슷한거,Adjective,1,0
11628,나갈까,Verb,2,0
11629,나갔으면,Verb,1,0
11630,지난번,Noun,1,0
11631,압살,Noun,2,0
11632,떠올려졌고,Verb,1,0
11633,부리면,Noun,2,0
11634,만들어진다는걸,Verb,1,0
11635,않기를,Verb,2,0
11636,바랬다,Noun,1,0
11637,빼놓을수,Verb,2,0
11638,보여지는,Verb,2,0
11639,문제,Noun,14,0
11640,젊은,Adjective,2,0
11641,캐서린,Noun,5,0
11642,제타존스,Noun,4,0
11643,보구싶음,Verb,1,0
11644,가진게,Verb,1,0
11645,만들겠지,Verb,1,0
11646,이쁘던지,Adjective,1,0
11647,축복,Noun,2,0
11648,받는구나,Verb,1,0
11649,아플,Adjective,5,0
11650,터질듯,Verb,1,0
11651,외치,Noun,5,0
11652,지겨,Adjective,3,0
11653,눈가,Noun,3,0
11654,백만,Noun,5,0
11655,돋네요,Verb,10,0
11656,잡은듯,Verb,1,0
11657,인해도,Adjective,1,0
11658,고질라,Noun,4,0
11659,꾸고,Verb,2,0
11660,타짜,Noun,1,0
11661,시트,Noun,4,0
11662,달았다,Verb,2,0
11663,조,Noun,6,1
11664,지겹지가,Adjective,1,0
11665,없었,Adjective,1,0
11666,어쨌든,Noun,3,0
11667,찾아오면,Verb,1,0
11668,ㅤㅂㅏㅆ어,Noun,1,0
11669,쥴,Noun,1,0
11670,뻔한데,Adjective,7,0
11671,준것,Verb,2,0
11672,믹내,Noun,1,0
11673,잇는,Verb,8,0
11674,하느냐에,Verb,1,0
11675,빠,Noun,5,0
11676,있는거다,Adjective,2,0
11677,져까지,Verb,1,0
11678,같을까봐,Adjective,1,0
11679,시끄러워서,Adjective,1,0
11680,짜증났음,Adjective,1,0
11681,놨다,Noun,2,0
11682,장땡,Noun,1,0
11683,만들었단,Verb,1,0
11684,실패,Noun,8,0
11685,만회,Noun,1,0
11686,인제,Noun,1,0
11687,넘쳤어요,Adjective,1,0
11688,새로워요,Adjective,1,0
11689,신선해서,Adjective,2,0
11690,빡빡,Noun,1,0
11691,무신,Modifier,2,1
11692,저작권,Noun,1,0
11693,풀리면,Verb,2,0
11694,재밌고요,Adjective,1,0
11695,자재,Noun,1,0
11696,재ㅤㅈㅐㅈ재,Noun,1,0
11697,ㅐㅈ,KoreanParticle,1,0
11698,밋어,Noun,1,0
11699,한다하여,Verb,1,0
11700,산이,Noun,2,0
11701,어울러져서,Verb,1,0
11702,잇어,Verb,2,0
11703,말라있던,Adjective,1,0
11704,시켜서,Verb,3,0
11705,촉촉하게,Adjective,1,0
11706,웃기는,Verb,2,0
11707,보자네요,Verb,1,0
11708,괜찮았,Adjective,1,0
11709,니요,Noun,2,0
11710,ㅋㅎㅎㅋ,KoreanParticle,1,0
11711,립,Noun,2,0
11712,봐주길,Verb,1,0
11713,기절,Noun,2,0
11714,만드는것이란,Verb,1,0
11715,좋았구,Adjective,8,0
11716,지나가는듯,Verb,1,0
11717,진짜루,Noun,1,0
11718,적이구요,Verb,1,0
11719,칼,Noun,5,0
11720,군무,Noun,4,0
11721,꾸며놓아서,Verb,1,0
11722,만석,Noun,3,0
11723,디지니안,Verb,1,0
11724,유년기,Noun,4,0
11725,불러일으킴,Verb,1,0
11726,재미있었구요,Adjective,2,0
11727,자생,Noun,1,0
11728,적합한,Adjective,3,0
11729,미장센,Noun,1,0
11730,흡족했다,Adjective,1,0
11731,생겼네요,Verb,4,0
11732,난것도,Verb,2,0
11733,봐주시기,Verb,1,0
11734,알고있어,Verb,1,0
11735,늦게나마,Verb,4,0
11736,좋은지는,Adjective,1,0
11737,봐야만,Verb,1,0
11738,알수있어요,Verb,1,0
11739,나오기만을,Verb,1,0
11740,기다리다가,Verb,1,0
11741,어울리네,Verb,2,0
11742,황홀함의,Adjective,2,0
11743,아름답지,Adjective,1,0
11744,받는데,Verb,2,0
11745,29년,Number,216,0
11746,인생,Foreign,1,1
11747,보려고하는데,Verb,1,0
11748,지나면,Verb,3,0
11749,시들해지길,Adjective,1,0
11750,웬걸,Noun,1,0
11751,헐레벌떡,Noun,1,0
11752,마수드,Noun,9,0
11753,됐는지,Verb,1,0
11754,납득,Noun,6,0
11755,이랬는데,Conjunction,2,0
11756,어울립니다,Verb,3,0
11757,분명함,Adjective,1,0
11758,따아,Verb,1,0
11759,디지니가,Verb,2,0
11760,쳤네,Verb,1,0
11761,넘었는데도,Verb,3,0
11762,내려올,Verb,2,0
11763,길어졌는데도,Verb,1,0
11764,감소,Noun,1,0
11765,현저,Noun,1,0
11766,적었나,Verb,1,0
11767,훌륭했던,Adjective,1,0
11768,가까운,Adjective,4,0
11769,혁명,Noun,1,0
11770,재밌던데,Adjective,3,0
11771,마땅히,Adjective,2,0
11772,짐승,Noun,1,0
11773,바뀌었어도,Verb,1,0
11774,않았다는,Verb,2,0
11775,들어왔어요,Verb,1,0
11776,줄수있는데,Verb,1,0
11777,싫어하시는,Adjective,1,0
11778,남았어요,Verb,4,0
11779,유료,Noun,1,0
11780,받고싶어요,Verb,1,0
11781,여왕님,Noun,1,0
11782,들어간것,Verb,2,0
11783,많으셨어요,Adjective,1,0
11784,이였고,Verb,1,0
11785,세명,Noun,4,0
11786,시원시원하게,Adjective,1,0
11787,없고요,Adjective,1,0
11788,미쳤,Adjective,5,0
11789,이몸,Noun,1,0
11790,감싸네요,Verb,1,0
11791,이뻤음,Adjective,4,0
11792,하구용,Verb,1,0
11793,선남선녀,Noun,4,0
11794,봤ㅤㄴㅔㅋ,Noun,1,0
11795,따뜻해지고,Adjective,2,0
11796,겨,Noun,2,0
11797,잡히고,Verb,1,0
11798,벅차오르며,Adjective,1,0
11799,나려는걸,Verb,1,0
11800,참았네,Verb,1,0
11801,많았던거,Adjective,1,0
11802,보고있는,Verb,3,0
11803,sppechless,Alpha,1,0
11804,아니었으면,Adjective,12,0
11805,주목,Noun,3,0
11806,받았을듯,Verb,1,0
11807,깔끔했어요,Adjective,1,0
11808,베우,Verb,1,0
11809,늠,Noun,3,0
11810,나을거라곤,Verb,1,0
11811,빛났던,Verb,1,0
11812,천오백만,Noun,1,0
11813,찍어야,Verb,1,0
11814,남을듯,Verb,2,0
11815,듣는거에,Verb,1,0
11816,반금,Noun,1,0
11817,왓음,Noun,2,0
11818,ㅤㅂㅘㅅ찌,Noun,1,0
11819,벌리구,Verb,1,0
11820,봤나싶을,Verb,1,0
11821,른,Noun,1,0
11822,아니라는,Adjective,3,0
11823,믿을만한,Verb,1,0
11824,싶다구,Verb,2,0
11825,그립,Verb,1,0
11826,가득했고,Adjective,1,0
11827,탄탄했습니다,Adjective,1,0
11828,필요없을,Adjective,3,0
11829,신비가,Noun,1,0
11830,넘을만,Verb,1,0
11831,말레피센트,Noun,3,0
11832,어점조,Noun,1,0
11833,흥이났었던,Verb,1,0
11834,！,Foreign,1,0
11835,약하지만,Adjective,2,0
11836,어때요,Adjective,1,0
11837,먹을,Verb,3,0
11838,알리딘,Noun,3,0
11839,볼듯,Verb,5,0
11840,많으니,Adjective,1,0
11841,대박난것,Verb,1,0
11842,깔끔하니,Adjective,2,0
11843,재밌다용,Adjective,1,0
11844,보냈습니다,Verb,8,0
11845,오글거린다고,Verb,1,0
11846,쯤,Noun,4,1
11847,끌려,Verb,4,0
11848,보고싶지,Verb,1,0
11849,않았어요,Verb,16,0
11850,이간,Noun,3,0
11851,해주고싶다,Verb,1,0
11852,벅찼고,Adjective,1,0
11853,빠져들고,Verb,3,0
11854,7000원,Number,1,0
11855,와여,Verb,1,0
11856,죽을것,Verb,1,0
11857,모조리,Noun,3,0
11858,외우고,Verb,2,0
11859,날았습니다,Verb,1,0
11860,보호,Noun,1,0
11861,보능,Noun,1,0
11862,ㅤㅈㅠㅇ,Noun,2,0
11863,생겼으면,Verb,2,0
11864,필요하냐,Adjective,3,0
11865,해주는데,Verb,1,0
11866,식상하리라,Adjective,1,0
11867,했는대,Verb,1,0
11868,좋았슴,Noun,2,0
11869,우울했다가,Adjective,1,0
11870,넘었구나,Verb,1,0
11871,그만한,Adjective,3,0
11872,충분했다,Adjective,1,0
11873,씩,Foreign,1,1
11874,뛰어서,Verb,1,0
11875,미약,Noun,1,0
11876,무마,Noun,1,0
11877,시킬,Verb,3,0
11878,관계,Noun,3,0
11879,사라진,Verb,3,0
11880,뜨고,Verb,3,0
11881,찡했네요,Adjective,1,0
11882,뛰었,Verb,1,0
11883,인한,Adjective,2,0
11884,성공사례,Noun,1,0
11885,유쾌하네,Adjective,1,0
11886,재밌다며,Adjective,2,0
11887,지쳐있었구나,Verb,1,0
11888,그러셨네요,Adjective,1,0
11889,뛰는,Verb,3,0
11890,가라앉을지,Verb,1,0
11891,첨으루,Noun,1,0
11892,버금,Noun,5,0
11893,삼아도,Verb,1,0
11894,이라는,Foreign,2,0
11895,믿,Verb,6,0
11896,겨지지,Verb,2,0
11897,보게되,Verb,9,0
11898,같기,Adjective,2,0
11899,잘추시고,Verb,2,0
11900,이거야,Verb,2,0
11901,오줌,Noun,2,0
11902,가리는,Verb,1,0
11903,보고오시길,Verb,1,0
11904,느끼실,Verb,2,0
11905,재미있나,Adjective,3,0
11906,재미있네,Adjective,2,0
11907,지평,Noun,1,0
11908,열었다,Verb,1,0
11909,자러,Verb,1,0
11910,뛰는데,Verb,1,0
11911,아깝단,Adjective,1,0
11912,년도,Noun,11,0
11913,후속작,Noun,4,0
11914,잘ㅤㅂㅘㅅ는데,Noun,1,0
11915,제바,Noun,1,0
11916,뽀쟉,Noun,1,0
11917,ㅋㅌㅠ,KoreanParticle,1,0
11918,모래성,Noun,1,0
11919,쌓을,Verb,1,0
11920,챠카챠카할,Noun,1,0
11921,신기하게,Adjective,3,0
11922,덕통,Noun,1,0
11923,박한데,Verb,1,0
11924,지방,Noun,2,0
11925,재미없을거,Adjective,1,0
11926,돋는다는,Verb,1,0
11927,곧장,Noun,1,0
11928,늙어서도,Verb,1,0
11929,재밌었다아라,Adjective,1,0
11930,당분간,Noun,5,0
11931,춤춘건,Verb,1,0
11932,표시,Noun,1,0
11933,획,Noun,1,0
11934,배제,Noun,1,0
11935,고쳐서,Verb,1,0
11936,보고있는데,Verb,1,0
11937,질리지가,Verb,5,0
11938,나오려는걸,Verb,1,0
